,Unnamed: 0,Game_Id,Date,Period,Event,Description,Time_Elapsed,Seconds_Elapsed,Strength,Ev_Zone,Type,Ev_Team,Home_Zone,Away_Team,Home_Team,p1_name,p1_ID,p2_name,p2_ID,p3_name,p3_ID,awayPlayer1,awayPlayer1_id,awayPlayer2,awayPlayer2_id,awayPlayer3,awayPlayer3_id,awayPlayer4,awayPlayer4_id,awayPlayer5,awayPlayer5_id,awayPlayer6,awayPlayer6_id,homePlayer1,homePlayer1_id,homePlayer2,homePlayer2_id,homePlayer3,homePlayer3_id,homePlayer4,homePlayer4_id,homePlayer5,homePlayer5_id,homePlayer6,homePlayer6_id,Away_Players,Home_Players,Away_Score,Home_Score,Away_Goalie,Away_Goalie_Id,Home_Goalie,Home_Goalie_Id,xC,yC,Home_Coach,Away_Coach,prev_Unnamed: 0,prev_Game_Id,prev_Date,prev_Period,prev_Event,prev_Description,prev_Time_Elapsed,prev_Seconds_Elapsed,prev_Strength,prev_Ev_Zone,prev_Type,prev_Ev_Team,prev_Home_Zone,prev_Away_Team,prev_Home_Team,prev_p1_name,prev_p1_ID,prev_p2_name,prev_p2_ID,prev_p3_name,prev_p3_ID,prev_awayPlayer1,prev_awayPlayer1_id,prev_awayPlayer2,prev_awayPlayer2_id,prev_awayPlayer3,prev_awayPlayer3_id,prev_awayPlayer4,prev_awayPlayer4_id,prev_awayPlayer5,prev_awayPlayer5_id,prev_awayPlayer6,prev_awayPlayer6_id,prev_homePlayer1,prev_homePlayer1_id,prev_homePlayer2,prev_homePlayer2_id,prev_homePlayer3,prev_homePlayer3_id,prev_homePlayer4,prev_homePlayer4_id,prev_homePlayer5,prev_homePlayer5_id,prev_homePlayer6,prev_homePlayer6_id,prev_Away_Players,prev_Home_Players,prev_Away_Score,prev_Home_Score,prev_Away_Goalie,prev_Away_Goalie_Id,prev_Home_Goalie,prev_Home_Goalie_Id,prev_xC,prev_yC,prev_Home_Coach,prev_Away_Coach,home_or_away,true_strength,on_empty_net,Goal_Probability,total_xG,Minutes_Elapsed
255,255,30123,2024-04-24,2,MISS,"BOS #63 MARCHAND, Tip-In, Wide Left, Off. Zone, 22 ft. ",14:17,2057.0,5x5,Off,TIP-IN,BOS,Def,BOS,TOR,BRAD MARCHAND,8473419.0,,,,,CHARLIE COYLE,8475745.0,MORGAN GEEKIE,8479987.0,BRAD MARCHAND,8473419.0,BRANDON CARLO,8478443.0,HAMPUS LINDHOLM,8476854.0,JEREMY SWAYMAN,8480280.0,CALLE JARNKROK,8475714.0,CONNOR DEWAR,8480980.0,DAVID KAMPF,8480144.0,SIMON BENOIT,8481122.0,JAKE MCCABE,8476931.0,ILYA SAMSONOV,8478492.0,6,6,0,1,JEREMY SWAYMAN,8480280.0,ILYA SAMSONOV,8478492.0,-67.0,5.0,Sheldon Keefe,Jim Montgomery,254.0,30123.0,2024-04-24,2.0,HIT,"TOR #2 BENOIT HIT BOS #27 LINDHOLM, Def. Zone",14:16,856.0,5x5,Def,,TOR,Def,BOS,TOR,SIMON BENOIT,8481122.0,HAMPUS LINDHOLM,8476854.0,,,CHARLIE COYLE,8475745.0,MORGAN GEEKIE,8479987.0,BRAD MARCHAND,8473419.0,BRANDON CARLO,8478443.0,HAMPUS LINDHOLM,8476854.0,JEREMY SWAYMAN,8480280.0,CALLE JARNKROK,8475714.0,CONNOR DEWAR,8480980.0,DAVID KAMPF,8480144.0,SIMON BENOIT,8481122.0,JAKE MCCABE,8476931.0,ILYA SAMSONOV,8478492.0,6.0,6.0,0.0,1.0,JEREMY SWAYMAN,8480280.0,ILYA SAMSONOV,8478492.0,-94.0,-23.0,Sheldon Keefe,Jim Montgomery,away,5x5,0,0.09379712,1.5040687,34.28333333333333
268,268,30123,2024-04-24,2,SHOT,"BOS ONGOAL - #13 COYLE, Wrist , Off. Zone, 8 ft. ",17:09,2229.0,5x5,Off,WRIST SHOT,BOS,Def,BOS,TOR,CHARLIE COYLE,8475745.0,,,,,CHARLIE COYLE,8475745.0,MORGAN GEEKIE,8479987.0,BRAD MARCHAND,8473419.0,BRANDON CARLO,8478443.0,HAMPUS LINDHOLM,8476854.0,JEREMY SWAYMAN,8480280.0,MAX DOMI,8477503.0,AUSTON MATTHEWS,8479318.0,TYLER BERTUZZI,8477479.0,JOEL EDMUNDSON,8476441.0,TIMOTHY LILJEGREN,8480043.0,ILYA SAMSONOV,8478492.0,6,6,0,1,JEREMY SWAYMAN,8480280.0,ILYA SAMSONOV,8478492.0,-88.0,8.0,Sheldon Keefe,Jim Montgomery,267.0,30123.0,2024-04-24,2.0,BLOCK,"BOS #25 CARLO OPPONENT-BLOCKED BY TOR #20 EDMUNDSON, Snap, Def. Zone ",17:08,1028.0,5x5,Def,SNAP SHOT,BOS,Def,BOS,TOR,JOEL EDMUNDSON,8476441.0,BRANDON CARLO,8478443.0,,,CHARLIE COYLE,8475745.0,MORGAN GEEKIE,8479987.0,BRAD MARCHAND,8473419.0,BRANDON CARLO,8478443.0,HAMPUS LINDHOLM,8476854.0,JEREMY SWAYMAN,8480280.0,MAX DOMI,8477503.0,AUSTON MATTHEWS,8479318.0,TYLER BERTUZZI,8477479.0,JOEL EDMUNDSON,8476441.0,TIMOTHY LILJEGREN,8480043.0,ILYA SAMSONOV,8478492.0,6.0,6.0,0.0,1.0,JEREMY SWAYMAN,8480280.0,ILYA SAMSONOV,8478492.0,-61.0,5.0,Sheldon Keefe,Jim Montgomery,away,5x5,0,0.12874328,1.632812,37.15
270,270,30123,2024-04-24,2,GOAL,"BOS #11 FREDERIC(2), Wrist , Off. Zone, 40 ft.Assists: #39 GEEKIE(1); #27 LINDHOLM(2) ",17:37,2257.0,5x5,Off,WRIST SHOT,BOS,Def,BOS,TOR,TRENT FREDERIC,8479365.0,MORGAN GEEKIE,8479987.0,HAMPUS LINDHOLM,8476854.0,TRENT FREDERIC,8479365.0,MORGAN GEEKIE,8479987.0,BRAD MARCHAND,8473419.0,BRANDON CARLO,8478443.0,HAMPUS LINDHOLM,8476854.0,JEREMY SWAYMAN,8480280.0,MAX DOMI,8477503.0,DAVID KAMPF,8480144.0,TYLER BERTUZZI,8477479.0,JOEL EDMUNDSON,8476441.0,TIMOTHY LILJEGREN,8480043.0,ILYA SAMSONOV,8478492.0,6,6,0,1,JEREMY SWAYMAN,8480280.0,ILYA SAMSONOV,8478492.0,-62.0,-30.0,Sheldon Keefe,Jim Montgomery,269.0,30123.0,2024-04-24,2.0,HIT,"TOR #59 BERTUZZI HIT BOS #63 MARCHAND, Def. Zone",17:24,1044.0,5x5,Def,,TOR,Def,BOS,TOR,TYLER BERTUZZI,8477479.0,BRAD MARCHAND,8473419.0,,,CHARLIE COYLE,8475745.0,MORGAN GEEKIE,8479987.0,BRAD MARCHAND,8473419.0,BRANDON CARLO,8478443.0,HAMPUS LINDHOLM,8476854.0,JEREMY SWAYMAN,8480280.0,MAX DOMI,8477503.0,AUSTON MATTHEWS,8479318.0,TYLER BERTUZZI,8477479.0,JOEL EDMUNDSON,8476441.0,TIMOTHY LILJEGREN,8480043.0,ILYA SAMSONOV,8478492.0,6.0,6.0,0.0,1.0,JEREMY SWAYMAN,8480280.0,ILYA SAMSONOV,8478492.0,-79.0,28.0,Sheldon Keefe,Jim Montgomery,away,5x5,0,0.007931741,1.6407437,37.61666666666667
272,272,30123,2024-04-24,2,SHOT,"BOS ONGOAL - #73 MCAVOY, Wrist , Neu. Zone, 94 ft. ",17:40,2260.0,5x5,Neu,WRIST SHOT,BOS,Neu,BOS,TOR,CHARLIE MCAVOY,8479325.0,,,,,TRENT FREDERIC,8479365.0,JAMES VAN RIEMSDYK,8474037.0,DANTON HEINEN,8478046.0,PARKER WOTHERSPOON,8478450.0,CHARLIE MCAVOY,8479325.0,JEREMY SWAYMAN,8480280.0,CONNOR DEWAR,8480980.0,DAVID KAMPF,8480144.0,RYAN REAVES,8471817.0,MORGAN RIELLY,8476853.0,ILYA LYUBUSHKIN,8480950.0,ILYA SAMSONOV,8478492.0,6,6,1,1,JEREMY SWAYMAN,8480280.0,ILYA SAMSONOV,8478492.0,4.0,21.0,Sheldon Keefe,Jim Montgomery,271.0,30123.0,2024-04-24,2.0,FAC,BOS won Neu. Zone - BOS #43 HEINEN vs TOR #24 DEWAR,17:37,1057.0,5x5,Neu,,BOS,Neu,BOS,TOR,DANTON HEINEN,8478046.0,CONNOR DEWAR,8480980.0,,,TRENT FREDERIC,8479365.0,JAMES VAN RIEMSDYK,8474037.0,DANTON HEINEN,8478046.0,PARKER WOTHERSPOON,8478450.0,CHARLIE MCAVOY,8479325.0,JEREMY SWAYMAN,8480280.0,CONNOR DEWAR,8480980.0,DAVID KAMPF,8480144.0,RYAN REAVES,8471817.0,MORGAN RIELLY,8476853.0,ILYA LYUBUSHKIN,8480950.0,ILYA SAMSONOV,8478492.0,6.0,6.0,1.0,1.0,JEREMY SWAYMAN,8480280.0,ILYA SAMSONOV,8478492.0,0.0,0.0,Sheldon Keefe,Jim Montgomery,away,5x5,0,0.011884756,1.6526285,37.666666666666664
273,273,30123,2024-04-24,2,MISS,"BOS #21 VAN RIEMSDYK, Wrist, Wide Right, Off. Zone, 36 ft. ",17:44,2264.0,5x5,Off,WRIST SHOT,BOS,Def,BOS,TOR,JAMES VAN RIEMSDYK,8474037.0,,,,,TRENT FREDERIC,8479365.0,JAMES VAN RIEMSDYK,8474037.0,DANTON HEINEN,8478046.0,KEVIN SHATTENKIRK,8474031.0,PARKER WOTHERSPOON,8478450.0,JEREMY SWAYMAN,8480280.0,CONNOR DEWAR,8480980.0,DAVID KAMPF,8480144.0,RYAN REAVES,8471817.0,MORGAN RIELLY,8476853.0,ILYA LYUBUSHKIN,8480950.0,ILYA SAMSONOV,8478492.0,6,6,1,1,JEREMY SWAYMAN,8480280.0,ILYA SAMSONOV,8478492.0,-79.0,-35.0,Sheldon Keefe,Jim Montgomery,272.0,30123.0,2024-04-24,2.0,SHOT,"BOS ONGOAL - #73 MCAVOY, Wrist , Neu. Zone, 94 ft. ",17:40,1060.0,5x5,Neu,WRIST SHOT,BOS,Neu,BOS,TOR,CHARLIE MCAVOY,8479325.0,,,,,TRENT FREDERIC,8479365.0,JAMES VAN RIEMSDYK,8474037.0,DANTON HEINEN,8478046.0,PARKER WOTHERSPOON,8478450.0,CHARLIE MCAVOY,8479325.0,JEREMY SWAYMAN,8480280.0,CONNOR DEWAR,8480980.0,DAVID KAMPF,8480144.0,RYAN REAVES,8471817.0,MORGAN RIELLY,8476853.0,ILYA LYUBUSHKIN,8480950.0,ILYA SAMSONOV,8478492.0,6.0,6.0,1.0,1.0,JEREMY SWAYMAN,8480280.0,ILYA SAMSONOV,8478492.0,4.0,21.0,Sheldon Keefe,Jim Montgomery,away,5x5,0,0.043504354,1.6961329,37.733333333333334
275,275,30123,2024-04-24,2,SHOT,"BOS ONGOAL - #43 HEINEN, Wrist , Off. Zone, 18 ft. ",17:54,2274.0,5x5,Off,WRIST SHOT,BOS,Def,BOS,TOR,DANTON HEINEN,8478046.0,,,,,TRENT FREDERIC,8479365.0,JAMES VAN RIEMSDYK,8474037.0,DANTON HEINEN,8478046.0,KEVIN SHATTENKIRK,8474031.0,PARKER WOTHERSPOON,8478450.0,JEREMY SWAYMAN,8480280.0,CONNOR DEWAR,8480980.0,DAVID KAMPF,8480144.0,RYAN REAVES,8471817.0,MORGAN RIELLY,8476853.0,ILYA LYUBUSHKIN,8480950.0,ILYA SAMSONOV,8478492.0,6,6,1,1,JEREMY SWAYMAN,8480280.0,ILYA SAMSONOV,8478492.0,-79.0,-16.0,Sheldon Keefe,Jim Montgomery,274.0,30123.0,2024-04-24,2.0,BLOCK,"BOS #21 VAN RIEMSDYK BLOCKED BY TEAMMATE, Backhand, Off. Zone ",17:52,1072.0,5x5,Off,BACKHAND,BOS,Off,BOS,TOR,JAMES VAN RIEMSDYK,8474037.0,,,,,TRENT FREDERIC,8479365.0,JAMES VAN RIEMSDYK,8474037.0,DANTON HEINEN,8478046.0,KEVIN SHATTENKIRK,8474031.0,PARKER WOTHERSPOON,8478450.0,JEREMY SWAYMAN,8480280.0,CONNOR DEWAR,8480980.0,DAVID KAMPF,8480144.0,RYAN REAVES,8471817.0,MORGAN RIELLY,8476853.0,ILYA LYUBUSHKIN,8480950.0,ILYA SAMSONOV,8478492.0,6.0,6.0,1.0,1.0,JEREMY SWAYMAN,8480280.0,ILYA SAMSONOV,8478492.0,-83.0,-7.0,Sheldon Keefe,Jim Montgomery,away,5x5,0,0.082619265,1.7787522,37.9
276,276,30123,2024-04-24,2,SHOT,"BOS ONGOAL - #29 WOTHERSPOON, Wrist , Off. Zone, 48 ft. ",17:58,2278.0,5x5,Off,WRIST SHOT,BOS,Def,BOS,TOR,PARKER WOTHERSPOON,8478450.0,,,,,TRENT FREDERIC,8479365.0,JAMES VAN RIEMSDYK,8474037.0,DANTON HEINEN,8478046.0,KEVIN SHATTENKIRK,8474031.0,PARKER WOTHERSPOON,8478450.0,JEREMY SWAYMAN,8480280.0,CONNOR DEWAR,8480980.0,DAVID KAMPF,8480144.0,RYAN REAVES,8471817.0,MORGAN RIELLY,8476853.0,ILYA LYUBUSHKIN,8480950.0,ILYA SAMSONOV,8478492.0,6,6,1,1,JEREMY SWAYMAN,8480280.0,ILYA SAMSONOV,8478492.0,-54.0,-34.0,Sheldon Keefe,Jim Montgomery,275.0,30123.0,2024-04-24,2.0,SHOT,"BOS ONGOAL - #43 HEINEN, Wrist , Off. Zone, 18 ft. ",17:54,1074.0,5x5,Off,WRIST SHOT,BOS,Def,BOS,TOR,DANTON HEINEN,8478046.0,,,,,TRENT FREDERIC,8479365.0,JAMES VAN RIEMSDYK,8474037.0,DANTON HEINEN,8478046.0,KEVIN SHATTENKIRK,8474031.0,PARKER WOTHERSPOON,8478450.0,JEREMY SWAYMAN,8480280.0,CONNOR DEWAR,8480980.0,DAVID KAMPF,8480144.0,RYAN REAVES,8471817.0,MORGAN RIELLY,8476853.0,ILYA LYUBUSHKIN,8480950.0,ILYA SAMSONOV,8478492.0,6.0,6.0,1.0,1.0,JEREMY SWAYMAN,8480280.0,ILYA SAMSONOV,8478492.0,-79.0,-16.0,Sheldon Keefe,Jim Montgomery,away,5x5,0,0.01513866,1.7938908,37.96666666666667
300,300,30123,2024-04-24,3,SHOT,"BOS ONGOAL - #11 FREDERIC, Snap , Off. Zone, 42 ft. ",1:24,2484.0,5x5,Off,SNAP SHOT,BOS,Def,BOS,TOR,TRENT FREDERIC,8479365.0,,,,,TRENT FREDERIC,8479365.0,DANTON HEINEN,8478046.0,BRAD MARCHAND,8473419.0,BRANDON CARLO,8478443.0,HAMPUS LINDHOLM,8476854.0,JEREMY SWAYMAN,8480280.0,MAX DOMI,8477503.0,AUSTON MATTHEWS,8479318.0,TYLER BERTUZZI,8477479.0,SIMON BENOIT,8481122.0,JAKE MCCABE,8476931.0,ILYA SAMSONOV,8478492.0,6,6,2,1,JEREMY SWAYMAN,8480280.0,ILYA SAMSONOV,8478492.0,52.0,21.0,Sheldon Keefe,Jim Montgomery,299.0,30123.0,2024-04-24,3.0,SHOT,"TOR ONGOAL - #34 MATTHEWS, Slap , Off. Zone, 46 ft. ",1:16,76.0,5x5,Off,SLAP SHOT,TOR,Off,BOS,TOR,AUSTON MATTHEWS,8479318.0,,,,,TRENT FREDERIC,8479365.0,DANTON HEINEN,8478046.0,BRAD MARCHAND,8473419.0,BRANDON CARLO,8478443.0,HAMPUS LINDHOLM,8476854.0,JEREMY SWAYMAN,8480280.0,MAX DOMI,8477503.0,AUSTON MATTHEWS,8479318.0,TYLER BERTUZZI,8477479.0,SIMON BENOIT,8481122.0,JAKE MCCABE,8476931.0,ILYA SAMSONOV,8478492.0,6.0,6.0,2.0,1.0,JEREMY SWAYMAN,8480280.0,ILYA SAMSONOV,8478492.0,-51.0,-27.0,Sheldon Keefe,Jim Montgomery,away,5x5,0,0.0,1.7938908,41.4
303,303,30123,2024-04-24,3,SHOT,"BOS ONGOAL - #73 MCAVOY, Slap , Off. Zone, 64 ft. ",1:37,2497.0,5x5,Off,SLAP SHOT,BOS,Def,BOS,TOR,CHARLIE MCAVOY,8479325.0,,,,,CHARLIE COYLE,8475745.0,MORGAN GEEKIE,8479987.0,BRAD MARCHAND,8473419.0,MASON LOHREI,8482511.0,CHARLIE MCAVOY,8479325.0,JEREMY SWAYMAN,8480280.0,JOHN TAVARES,8475166.0,MITCH MARNER,8478483.0,MATTHEW KNIES,8482720.0,MORGAN RIELLY,8476853.0,ILYA LYUBUSHKIN,8480950.0,ILYA SAMSONOV,8478492.0,6,6,2,1,JEREMY SWAYMAN,8480280.0,ILYA SAMSONOV,8478492.0,30.0,-27.0,Sheldon Keefe,Jim Montgomery,302.0,30123.0,2024-04-24,3.0,FAC,BOS won Off. Zone - BOS #13 COYLE vs TOR #91 TAVARES,1:26,86.0,5x5,Off,,BOS,Def,BOS,TOR,CHARLIE COYLE,8475745.0,JOHN TAVARES,8475166.0,,,CHARLIE COYLE,8475745.0,MORGAN GEEKIE,8479987.0,BRAD MARCHAND,8473419.0,MASON LOHREI,8482511.0,CHARLIE MCAVOY,8479325.0,JEREMY SWAYMAN,8480280.0,JOHN TAVARES,8475166.0,MITCH MARNER,8478483.0,MATTHEW KNIES,8482720.0,MORGAN RIELLY,8476853.0,ILYA LYUBUSHKIN,8480950.0,ILYA SAMSONOV,8478492.0,6.0,6.0,2.0,1.0,JEREMY SWAYMAN,8480280.0,ILYA SAMSONOV,8478492.0,69.0,22.0,Sheldon Keefe,Jim Montgomery,away,5x5,0,0.0,1.7938908,41.61666666666667
335,335,30123,2024-04-24,3,SHOT,"BOS ONGOAL - #39 GEEKIE, Tip-In , Neu. Zone, 93 ft. ",7:09,2829.0,5x5,Neu,TIP-IN,BOS,Neu,BOS,TOR,MORGAN GEEKIE,8479987.0,,,,,TRENT FREDERIC,8479365.0,MORGAN GEEKIE,8479987.0,PAT MAROON,8474034.0,MASON LOHREI,8482511.0,KEVIN SHATTENKIRK,8474031.0,JEREMY SWAYMAN,8480280.0,CONNOR DEWAR,8480980.0,PONTUS HOLMBERG,8480995.0,RYAN REAVES,8471817.0,JOEL EDMUNDSON,8476441.0,TIMOTHY LILJEGREN,8480043.0,ILYA SAMSONOV,8478492.0,6,6,2,1,JEREMY SWAYMAN,8480280.0,ILYA SAMSONOV,8478492.0,-2.0,-24.0,Sheldon Keefe,Jim Montgomery,334.0,30123.0,2024-04-24,3.0,SHOT,"TOR ONGOAL - #89 ROBERTSON, Wrist , Off. Zone, 49 ft. ",7:07,427.0,5x5,Off,WRIST SHOT,TOR,Off,BOS,TOR,NICHOLAS ROBERTSON,8481582.0,,,,,TRENT FREDERIC,8479365.0,MORGAN GEEKIE,8479987.0,DAVID PASTRNAK,8477956.0,MASON LOHREI,8482511.0,KEVIN SHATTENKIRK,8474031.0,JEREMY SWAYMAN,8480280.0,CALLE JARNKROK,8475714.0,PONTUS HOLMBERG,8480995.0,NICHOLAS ROBERTSON,8481582.0,JOEL EDMUNDSON,8476441.0,TIMOTHY LILJEGREN,8480043.0,ILYA SAMSONOV,8478492.0,6.0,6.0,2.0,1.0,JEREMY SWAYMAN,8480280.0,ILYA SAMSONOV,8478492.0,-41.0,12.0,Sheldon Keefe,Jim Montgomery,away,5x5,0,1.2117858e-33,1.7938908,47.15
336,336,30123,2024-04-24,3,SHOT,"BOS ONGOAL - #25 CARLO, Slap , Off. Zone, 63 ft. ",7:28,2848.0,5x5,Off,SLAP SHOT,BOS,Def,BOS,TOR,BRANDON CARLO,8478443.0,,,,,JESPER BOQVIST,8480003.0,DANTON HEINEN,8478046.0,PAT MAROON,8474034.0,BRANDON CARLO,8478443.0,PARKER WOTHERSPOON,8478450.0,JEREMY SWAYMAN,8480280.0,CONNOR DEWAR,8480980.0,DAVID KAMPF,8480144.0,RYAN REAVES,8471817.0,MORGAN RIELLY,8476853.0,ILYA LYUBUSHKIN,8480950.0,ILYA SAMSONOV,8478492.0,6,6,2,1,JEREMY SWAYMAN,8480280.0,ILYA SAMSONOV,8478492.0,30.0,-23.0,Sheldon Keefe,Jim Montgomery,335.0,30123.0,2024-04-24,3.0,SHOT,"BOS ONGOAL - #39 GEEKIE, Tip-In , Neu. Zone, 93 ft. ",7:09,429.0,5x5,Neu,TIP-IN,BOS,Neu,BOS,TOR,MORGAN GEEKIE,8479987.0,,,,,TRENT FREDERIC,8479365.0,MORGAN GEEKIE,8479987.0,PAT MAROON,8474034.0,MASON LOHREI,8482511.0,KEVIN SHATTENKIRK,8474031.0,JEREMY SWAYMAN,8480280.0,CONNOR DEWAR,8480980.0,PONTUS HOLMBERG,8480995.0,RYAN REAVES,8471817.0,JOEL EDMUNDSON,8476441.0,TIMOTHY LILJEGREN,8480043.0,ILYA SAMSONOV,8478492.0,6.0,6.0,2.0,1.0,JEREMY SWAYMAN,8480280.0,ILYA SAMSONOV,8478492.0,-2.0,-24.0,Sheldon Keefe,Jim Montgomery,away,5x5,0,0.0,1.7938908,47.46666666666667
337,337,30123,2024-04-24,3,SHOT,"BOS ONGOAL - #43 HEINEN, Slap , Off. Zone, 40 ft. ",7:30,2850.0,5x5,Off,SLAP SHOT,BOS,Def,BOS,TOR,DANTON HEINEN,8478046.0,,,,,JESPER BOQVIST,8480003.0,DANTON HEINEN,8478046.0,PAT MAROON,8474034.0,BRANDON CARLO,8478443.0,PARKER WOTHERSPOON,8478450.0,JEREMY SWAYMAN,8480280.0,CONNOR DEWAR,8480980.0,DAVID KAMPF,8480144.0,RYAN REAVES,8471817.0,MORGAN RIELLY,8476853.0,ILYA LYUBUSHKIN,8480950.0,ILYA SAMSONOV,8478492.0,6,6,2,1,JEREMY SWAYMAN,8480280.0,ILYA SAMSONOV,8478492.0,66.0,34.0,Sheldon Keefe,Jim Montgomery,336.0,30123.0,2024-04-24,3.0,SHOT,"BOS ONGOAL - #25 CARLO, Slap , Off. Zone, 63 ft. ",7:28,448.0,5x5,Off,SLAP SHOT,BOS,Def,BOS,TOR,BRANDON CARLO,8478443.0,,,,,JESPER BOQVIST,8480003.0,DANTON HEINEN,8478046.0,PAT MAROON,8474034.0,BRANDON CARLO,8478443.0,PARKER WOTHERSPOON,8478450.0,JEREMY SWAYMAN,8480280.0,CONNOR DEWAR,8480980.0,DAVID KAMPF,8480144.0,RYAN REAVES,8471817.0,MORGAN RIELLY,8476853.0,ILYA LYUBUSHKIN,8480950.0,ILYA SAMSONOV,8478492.0,6.0,6.0,2.0,1.0,JEREMY SWAYMAN,8480280.0,ILYA SAMSONOV,8478492.0,30.0,-23.0,Sheldon Keefe,Jim Montgomery,away,5x5,0,0.16495268,1.9588435,47.5
351,351,30123,2024-04-24,3,MISS,"BOS #88 PASTRNAK, Wrist, Above Crossbar, Off. Zone, 24 ft. ",9:27,2967.0,5x5,Off,WRIST SHOT,BOS,Def,BOS,TOR,DAVID PASTRNAK,8477956.0,,,,,PAVEL ZACHA,8478401.0,DAVID PASTRNAK,8477956.0,JAMES VAN RIEMSDYK,8474037.0,HAMPUS LINDHOLM,8476854.0,PARKER WOTHERSPOON,8478450.0,JEREMY SWAYMAN,8480280.0,MAX DOMI,8477503.0,AUSTON MATTHEWS,8479318.0,TYLER BERTUZZI,8477479.0,MORGAN RIELLY,8476853.0,ILYA LYUBUSHKIN,8480950.0,ILYA SAMSONOV,8478492.0,6,6,2,1,JEREMY SWAYMAN,8480280.0,ILYA SAMSONOV,8478492.0,65.0,5.0,Sheldon Keefe,Jim Montgomery,350.0,30123.0,2024-04-24,3.0,HIT,"BOS #74 DEBRUSK HIT TOR #37 LILJEGREN, Off. Zone",9:10,550.0,5x5,Off,,BOS,Def,BOS,TOR,JAKE DEBRUSK,8478498.0,TIMOTHY LILJEGREN,8480043.0,,,PAVEL ZACHA,8478401.0,DAVID PASTRNAK,8477956.0,JAKE DEBRUSK,8478498.0,BRANDON CARLO,8478443.0,PARKER WOTHERSPOON,8478450.0,JEREMY SWAYMAN,8480280.0,MAX DOMI,8477503.0,AUSTON MATTHEWS,8479318.0,TYLER BERTUZZI,8477479.0,JOEL EDMUNDSON,8476441.0,TIMOTHY LILJEGREN,8480043.0,ILYA SAMSONOV,8478492.0,6.0,6.0,2.0,1.0,JEREMY SWAYMAN,8480280.0,ILYA SAMSONOV,8478492.0,95.0,-10.0,Sheldon Keefe,Jim Montgomery,away,5x5,0,0.0755453,2.0343888,49.45
361,361,30123,2024-04-24,3,MISS,"BOS #21 VAN RIEMSDYK, Snap, Hit Right Post, Off. Zone, 31 ft. ",10:09,3009.0,5x5,Off,SNAP SHOT,BOS,Def,BOS,TOR,JAMES VAN RIEMSDYK,8474037.0,,,,,CHARLIE COYLE,8475745.0,JAMES VAN RIEMSDYK,8474037.0,DANTON HEINEN,8478046.0,BRANDON CARLO,8478443.0,HAMPUS LINDHOLM,8476854.0,JEREMY SWAYMAN,8480280.0,MAX DOMI,8477503.0,AUSTON MATTHEWS,8479318.0,TYLER BERTUZZI,8477479.0,TIMOTHY LILJEGREN,8480043.0,MORGAN RIELLY,8476853.0,ILYA SAMSONOV,8478492.0,6,6,2,1,JEREMY SWAYMAN,8480280.0,ILYA SAMSONOV,8478492.0,64.0,19.0,Sheldon Keefe,Jim Montgomery,360.0,30123.0,2024-04-24,3.0,BLOCK,"TOR #37 LILJEGREN OPPONENT-BLOCKED BY BOS #21 VAN RIEMSDYK, Wrist, Def. Zone ",10:03,603.0,5x5,Def,WRIST SHOT,TOR,Off,BOS,TOR,JAMES VAN RIEMSDYK,8474037.0,TIMOTHY LILJEGREN,8480043.0,,,TRENT FREDERIC,8479365.0,JAMES VAN RIEMSDYK,8474037.0,DANTON HEINEN,8478046.0,HAMPUS LINDHOLM,8476854.0,PARKER WOTHERSPOON,8478450.0,JEREMY SWAYMAN,8480280.0,MAX DOMI,8477503.0,AUSTON MATTHEWS,8479318.0,TYLER BERTUZZI,8477479.0,TIMOTHY LILJEGREN,8480043.0,MORGAN RIELLY,8476853.0,ILYA SAMSONOV,8478492.0,6.0,6.0,2.0,1.0,JEREMY SWAYMAN,8480280.0,ILYA SAMSONOV,8478492.0,-51.0,34.0,Sheldon Keefe,Jim Montgomery,away,5x5,0,0.11263781,2.1470265,50.15
